primer_species,well_dir,ds_rate,tcrb_amp_factor,tcrg_amp_factor
V09,1_0063_2X_0p7X__WD319,98,1.21814,0.8444
V09,1_0063_2X_0p7X__WD327,98,1.22329,0.85263
V09,1_0063_2X_0p7X__WD335,98,1.06002,1.01823
V09,1_0063_3X_0p5X__JS032,98,1.42478,0.90838
V09,1_0063_3X_0p5X__JS040,98,1.20045,0.96009
V09,1_0063_3X_0p5X__JS048,98,1.19108,0.94759
V09,1_0063_3X_0p7X__WD320,98,1.25091,0.87358
V09,1_0063_3X_0p7X__WD328,98,1.19949,1.09759
V09,1_0063_3X_0p7X__WD336,98,1.20628,1.01525
V09,1_0125_0X_0p5X__JS005,98,1.2191,0.88975
V09,1_0125_0X_0p5X__JS013,98,1.21941,0.89912
V09,1_0125_0X_0p5X__JS021,98,1.02395,1.02719
V09,1_0125_0X_0p7X__WD293,98,1.31759,0.97996
V09,1_0125_0X_0p7X__WD301,98,1.02106,0.92521
V09,1_0125_0X_0p7X__WD309,98,1.13704,0.90953
V09,1_0125_1X_0p5X__JS006,98,1.19555,0.92176
V09,1_0125_1X_0p5X__JS014,98,1.03228,0.81508
V09,1_0125_1X_0p5X__JS022,98,1.13588,0.91315
V09,1_0125_1X_0p7X__WD294,98,1.04602,0.93386
V09,1_0125_1X_0p7X__WD302,98,1.00365,0.99168
V09,1_0125_1X_0p7X__WD310,98,1.29706,0.92033
V09,1_0125_2X_0p5X__JS007,98,1.11247,0.88832
V09,1_0125_2X_0p5X__JS015,98,1.27173,1.01968
V09,1_0125_2X_0p5X__JS023,98,1.01236,0.90023
V09,1_0125_2X_0p7X__WD295,98,0.97615,1.03686
V09,1_0125_2X_0p7X__WD303,98,1.11012,1.04022
V09,1_0125_2X_0p7X__WD311,98,1.31349,0.97413
V09,1_0125_3X_0p5X__JS008,98,1.02325,0.88269
V09,1_0125_3X_0p5X__JS016,98,1.16076,0.94304
V09,1_0125_3X_0p5X__JS024,98,1.15533,0.94558
V09,1_0125_3X_0p7X__WD296,98,1.0034,1.00999
V09,1_0125_3X_0p7X__WD304,98,1.20487,0.90238
V09,1_0125_3X_0p7X__WD312,98,1.13908,0.86303
V09,1_0250_0X_0p5X__JS049,98,1.22633,0.94637
V09,1_0250_0X_0p5X__JS057,98,1.09987,0.89456
V09,1_0250_0X_0p5X__JS065,98,1.17065,1.01173
V09,1_0250_0X_0p7X__WD337,98,1.20379,0.89376
V09,1_0250_0X_0p7X__WD345,98,1.28241,0.96595
V09,1_0250_0X_0p7X__WD353,98,1.1129,0.89493
V09,1_0250_1X_0p5X__JS050,98,1.04275,0.88149
V09,1_0250_1X_0p5X__JS058,98,1.19824,0.99031
V09,1_0250_1X_0p5X__JS066,98,1.11236,0.94747
V09,1_0250_1X_0p7X__WD338,98,1.2133,0.93732
V09,1_0250_1X_0p7X__WD346,98,1.21587,1.12936
V09,1_0250_1X_0p7X__WD354,98,1.32382,0.96585
V09,1_0250_2X_0p5X__JS051,98,1.11865,0.94321
V09,1_0250_2X_0p5X__JS059,98,1.18158,0.94848
V09,1_0250_2X_0p5X__JS067,98,1.42121,0.97556
V09,1_0250_2X_0p7X__WD339,98,1.17168,0.89937
V09,1_0250_2X_0p7X__WD347,98,1.21844,0.89841
V09,1_0250_2X_0p7X__WD355,98,1.05008,0.91094
V09,1_0250_3X_0p5X__JS052,98,1.12165,0.93374
V09,1_0250_3X_0p5X__JS060,98,1.12717,0.84
V09,1_0250_3X_0p5X__JS068,98,1.14308,0.98541
V09,1_0250_3X_0p7X__WD340,98,1.31528,0.8736
V09,1_0250_3X_0p7X__WD348,98,1.21524,0.90667
V09,1_0250_3X_0p7X__WD356,98,1.15017,0.89113
V09,1_0500_0X_0p5X__JS025,98,1.1711,1.0091
V09,1_0500_0X_0p5X__JS033,98,1.08915,0.86999
V09,1_0500_0X_0p5X__JS041,98,1.1171,1.01522
V09,1_0500_0X_0p7X__WD313,98,1.25194,0.88289
V09,1_0500_0X_0p7X__WD321,98,1.08131,0.93085
V09,1_0500_0X_0p7X__WD329,98,1.15739,0.90049
V09,1_0500_1X_0p5X__JS026,98,1.07782,0.95812
V09,1_0500_1X_0p5X__JS034,98,1.0772,0.85556
V09,1_0500_1X_0p5X__JS042,98,1.2506,0.93891
V09,1_0500_1X_0p7X__WD314,98,1.3271,0.90899
V09,1_0500_1X_0p7X__WD322,98,1.16206,0.89607
V09,1_0500_1X_0p7X__WD330,98,1.33396,0.97699
V09,1_0500_2X_0p5X__JS027,98,1.16838,0.92151
V09,1_0500_2X_0p5X__JS035,98,1.01637,1.06326
V09,1_0500_2X_0p5X__JS043,98,1.22955,0.89878
V09,1_0500_2X_0p7X__WD315,98,1.45822,0.9052
V09,1_0500_2X_0p7X__WD323,98,1.11811,0.97309
V09,1_0500_2X_0p7X__WD331,98,1.23342,0.90717
V09,1_0500_3X_0p5X__JS028,98,1.15115,0.91176
V09,1_0500_3X_0p5X__JS036,98,1.12159,0.91739
V09,1_0500_3X_0p5X__JS044,98,1.04604,0.8945
V09,1_0500_3X_0p7X__WD316,98,1.30954,0.89096
V09,1_0500_3X_0p7X__WD324,98,1.15646,0.86068
V09,1_0500_3X_0p7X__WD332,98,1.13934,0.92767
V09,1_2000_0X_0p5X__JS001,98,1.1601,0.91547
V09,1_2000_0X_0p5X__JS009,98,1.14343,0.95797
V09,1_2000_0X_0p5X__JS017,98,1.12596,0.97645
V09,1_2000_0X_0p7X__WD289,98,1.1946,0.9073
V09,1_2000_0X_0p7X__WD297,98,1.12196,0.9909
V09,1_2000_0X_0p7X__WD305,98,1.14396,0.90804
V09,1_2000_1X_0p5X__JS002,98,1.09182,0.92556
V09,1_2000_1X_0p5X__JS010,98,1.2977,0.94715
V09,1_2000_1X_0p5X__JS018,98,1.08406,0.93791
V09,1_2000_1X_0p7X__WD290,98,1.15538,0.88146
V09,1_2000_1X_0p7X__WD298,98,1.13497,0.81549
V09,1_2000_1X_0p7X__WD306,98,1.31615,0.98858
V09,1_2000_2X_0p5X__JS003,98,1.22759,1.07207
V09,1_2000_2X_0p5X__JS011,98,1.24203,0.90375
V09,1_2000_2X_0p5X__JS019,98,1.26871,0.91239
V09,1_2000_2X_0p7X__WD291,98,1.26443,0.90323
V09,1_2000_2X_0p7X__WD299,98,1.18358,0.91759
V09,1_2000_2X_0p7X__WD307,98,1.24181,0.99226
V09,1_2000_3X_0p5X__JS004,98,1.15342,0.87622
V09,1_2000_3X_0p5X__JS012,98,1.26116,0.79633
V09,1_2000_3X_0p5X__JS020,98,1.15924,0.9393
V09,1_2000_3X_0p7X__WD292,98,1.28835,0.97614
V09,1_2000_3X_0p7X__WD300,98,1.1488,0.91346
V09,1_2000_3X_0p7X__WD308,98,1.13579,0.93433
V09-01,1_0063_0X_0p5X__JS029,98,1.08269,0.9156
V09-01,1_0063_0X_0p5X__JS037,98,1.20517,0.94656
V09-01,1_0063_0X_0p5X__JS045,98,1.07807,0.92771
V09-01,1_0063_0X_0p7X__WD317,98,1.00306,0.84704
V09-01,1_0063_0X_0p7X__WD325,98,1.30334,0.99777
V09-01,1_0063_0X_0p7X__WD333,98,1.13314,0.93501
V09-01,1_0063_1X_0p5X__JS030,98,1.20784,0.91257
V09-01,1_0063_1X_0p5X__JS038,98,1.12833,0.88558
V09-01,1_0063_1X_0p5X__JS046,98,1.20051,0.85124
V09-01,1_0063_1X_0p7X__WD318,98,1.38776,1.0198
V09-01,1_0063_1X_0p7X__WD326,98,1.21561,1.02392
V09-01,1_0063_1X_0p7X__WD334,98,1.14208,0.94389
V09-01,1_0063_2X_0p5X__JS031,98,1.14614,0.9179
V09-01,1_0063_2X_0p5X__JS039,98,1.15669,0.93321
V09-01,1_0063_2X_0p5X__JS047,98,0.98938,0.99956
V09-01,1_0063_2X_0p7X__WD319,98,1.21814,0.8444
V09-01,1_0063_2X_0p7X__WD327,98,1.22329,0.85263
V09-01,1_0063_2X_0p7X__WD335,98,1.06002,1.01823
V09-01,1_0063_3X_0p5X__JS032,98,1.42478,0.90838
V09-01,1_0063_3X_0p5X__JS040,98,1.20045,0.96009
V09-01,1_0063_3X_0p5X__JS048,98,1.19108,0.94759
V09-01,1_0063_3X_0p7X__WD320,98,1.25091,0.87358
V09-01,1_0063_3X_0p7X__WD328,98,1.19949,1.09759
V09-01,1_0063_3X_0p7X__WD336,98,1.20628,1.01525
V09-01,1_0125_0X_0p5X__JS005,98,1.2191,0.88975
V09-01,1_0125_0X_0p5X__JS013,98,1.21941,0.89912
V09-01,1_0125_0X_0p5X__JS021,98,1.02395,1.02719
V09-01,1_0125_0X_0p7X__WD293,98,1.31759,0.97996
V09-01,1_0125_0X_0p7X__WD301,98,1.02106,0.92521
V09-01,1_0125_0X_0p7X__WD309,98,1.13704,0.90953
V09-01,1_0125_1X_0p5X__JS006,98,1.19555,0.92176
V09-01,1_0125_1X_0p5X__JS014,98,1.03228,0.81508
V09-01,1_0125_1X_0p5X__JS022,98,1.13588,0.91315
V09-01,1_0125_1X_0p7X__WD294,98,1.04602,0.93386
V09-01,1_0125_1X_0p7X__WD302,98,1.00365,0.99168
V09-01,1_0125_1X_0p7X__WD310,98,1.29706,0.92033
V09-01,1_0125_2X_0p5X__JS007,98,1.11247,0.88832
V09-01,1_0125_2X_0p5X__JS015,98,1.27173,1.01968
V09-01,1_0125_2X_0p5X__JS023,98,1.01236,0.90023
V09-01,1_0125_2X_0p7X__WD295,98,0.97615,1.03686
V09-01,1_0125_2X_0p7X__WD303,98,1.11012,1.04022
V09-01,1_0125_2X_0p7X__WD311,98,1.31349,0.97413
V09-01,1_0125_3X_0p5X__JS008,98,1.02325,0.88269
V09-01,1_0125_3X_0p5X__JS016,98,1.16076,0.94304
V09-01,1_0125_3X_0p5X__JS024,98,1.15533,0.94558
V09-01,1_0125_3X_0p7X__WD296,98,1.0034,1.00999
V09-01,1_0125_3X_0p7X__WD304,98,1.20487,0.90238
V09-01,1_0125_3X_0p7X__WD312,98,1.13908,0.86303
V09-01,1_0250_0X_0p5X__JS049,98,1.22633,0.94637
V09-01,1_0250_0X_0p5X__JS057,98,1.09987,0.89456
V09-01,1_0250_0X_0p5X__JS065,98,1.17065,1.01173
V09-01,1_0250_0X_0p7X__WD337,98,1.20379,0.89376
V09-01,1_0250_0X_0p7X__WD345,98,1.28241,0.96595
V09-01,1_0250_0X_0p7X__WD353,98,1.1129,0.89493
V09-01,1_0250_1X_0p5X__JS050,98,1.04275,0.88149
V09-01,1_0250_1X_0p5X__JS058,98,1.19824,0.99031
V09-01,1_0250_1X_0p5X__JS066,98,1.11236,0.94747
V09-01,1_0250_1X_0p7X__WD338,98,1.2133,0.93732
V09-01,1_0250_1X_0p7X__WD346,98,1.21587,1.12936
V09-01,1_0250_1X_0p7X__WD354,98,1.32382,0.96585
V09-01,1_0250_2X_0p5X__JS051,98,1.11865,0.94321
V09-01,1_0250_2X_0p5X__JS059,98,1.18158,0.94848
V09-01,1_0250_2X_0p5X__JS067,98,1.42121,0.97556
V09-01,1_0250_2X_0p7X__WD339,98,1.17168,0.89937
V09-01,1_0250_2X_0p7X__WD347,98,1.21844,0.89841
V09-01,1_0250_2X_0p7X__WD355,98,1.05008,0.91094
V09-01,1_0250_3X_0p5X__JS052,98,1.12165,0.93374
V09-01,1_0250_3X_0p5X__JS060,98,1.12717,0.84
V09-01,1_0250_3X_0p5X__JS068,98,1.14308,0.98541
V09-01,1_0250_3X_0p7X__WD340,98,1.31528,0.8736
V09-01,1_0250_3X_0p7X__WD348,98,1.21524,0.90667
V09-01,1_0250_3X_0p7X__WD356,98,1.15017,0.89113
V09-01,1_0500_0X_0p5X__JS025,98,1.1711,1.0091
V09-01,1_0500_0X_0p5X__JS033,98,1.08915,0.86999
V09-01,1_0500_0X_0p5X__JS041,98,1.1171,1.01522
V09-01,1_0500_0X_0p7X__WD313,98,1.25194,0.88289
V09-01,1_0500_0X_0p7X__WD321,98,1.08131,0.93085
V09-01,1_0500_0X_0p7X__WD329,98,1.15739,0.90049
V09-01,1_0500_1X_0p5X__JS026,98,1.07782,0.95812
V09-01,1_0500_1X_0p5X__JS034,98,1.0772,0.85556
V09-01,1_0500_1X_0p5X__JS042,98,1.2506,0.93891
V09-01,1_0500_1X_0p7X__WD314,98,1.3271,0.90899
V09-01,1_0500_1X_0p7X__WD322,98,1.16206,0.89607
V09-01,1_0500_1X_0p7X__WD330,98,1.33396,0.97699
V09-01,1_0500_2X_0p5X__JS027,98,1.16838,0.92151
V09-01,1_0500_2X_0p5X__JS035,98,1.01637,1.06326
V09-01,1_0500_2X_0p5X__JS043,98,1.22955,0.89878
V09-01,1_0500_2X_0p7X__WD315,98,1.45822,0.9052
V09-01,1_0500_2X_0p7X__WD323,98,1.11811,0.97309
V09-01,1_0500_2X_0p7X__WD331,98,1.23342,0.90717
V09-01,1_0500_3X_0p5X__JS028,98,1.15115,0.91176
V09-01,1_0500_3X_0p5X__JS036,98,1.12159,0.91739
V09-01,1_0500_3X_0p5X__JS044,98,1.04604,0.8945
V09-01,1_0500_3X_0p7X__WD316,98,1.30954,0.89096
V09-01,1_0500_3X_0p7X__WD324,98,1.15646,0.86068
V09-01,1_0500_3X_0p7X__WD332,98,1.13934,0.92767
V09-01,1_2000_0X_0p5X__JS001,98,1.1601,0.91547
V09-01,1_2000_0X_0p5X__JS009,98,1.14343,0.95797
V09-01,1_2000_0X_0p5X__JS017,98,1.12596,0.97645
V09-01,1_2000_0X_0p7X__WD289,98,1.1946,0.9073
V09-01,1_2000_0X_0p7X__WD297,98,1.12196,0.9909
V09-01,1_2000_0X_0p7X__WD305,98,1.14396,0.90804
V09-01,1_2000_1X_0p5X__JS002,98,1.09182,0.92556
V09-01,1_2000_1X_0p5X__JS010,98,1.2977,0.94715
V09-01,1_2000_1X_0p5X__JS018,98,1.08406,0.93791
V09-01,1_2000_1X_0p7X__WD290,98,1.15538,0.88146
V09-01,1_2000_1X_0p7X__WD298,98,1.13497,0.81549
V09-01,1_2000_1X_0p7X__WD306,98,1.31615,0.98858
V09-01,1_2000_2X_0p5X__JS003,98,1.22759,1.07207
V09-01,1_2000_2X_0p5X__JS011,98,1.24203,0.90375
V09-01,1_2000_2X_0p5X__JS019,98,1.26871,0.91239
V09-01,1_2000_2X_0p7X__WD291,98,1.26443,0.90323
V09-01,1_2000_2X_0p7X__WD299,98,1.18358,0.91759
V09-01,1_2000_2X_0p7X__WD307,98,1.24181,0.99226
V09-01,1_2000_3X_0p5X__JS004,98,1.15342,0.87622
V09-01,1_2000_3X_0p5X__JS012,98,1.26116,0.79633
V09-01,1_2000_3X_0p5X__JS020,98,1.15924,0.9393
V09-01,1_2000_3X_0p7X__WD292,98,1.28835,0.97614
V09-01,1_2000_3X_0p7X__WD300,98,1.1488,0.91346
V09-01,1_2000_3X_0p7X__WD308,98,1.13579,0.93433
V10,1_0063_0X_0p5X__JS029,98,0.98427,1.05132
V10,1_0063_0X_0p5X__JS037,98,0.94554,1.02501
V10,1_0063_0X_0p5X__JS045,98,0.97919,1.08257
V10,1_0063_0X_0p7X__WD317,98,0.95367,0.90961
V10,1_0063_0X_0p7X__WD325,98,0.9737,1.06801
V10,1_0063_0X_0p7X__WD333,98,0.97012,1.05882
V10,1_0063_1X_0p5X__JS030,98,0.94153,1.07482
V10,1_0063_1X_0p5X__JS038,98,0.957,1.21475
V10,1_0063_1X_0p5X__JS046,98,0.91462,1.01608
V10,1_0063_1X_0p7X__WD318,98,0.97776,0.96735
V10,1_0063_1X_0p7X__WD326,98,0.94179,1.15746
V10,1_0063_1X_0p7X__WD334,98,0.94196,1.32303
V10,1_0063_2X_0p5X__JS031,98,1.03396,1.0203
V10,1_0063_2X_0p5X__JS039,98,0.94447,1.08761
V10,1_0063_2X_0p5X__JS047,98,1.01169,1.06996
V10,1_0063_2X_0p7X__WD319,98,0.94129,1.11509
V10,1_0063_2X_0p7X__WD327,98,0.9684,1.16404
V10,1_0063_2X_0p7X__WD335,98,0.97529,1.0502
V10,1_0063_3X_0p5X__JS032,98,0.94909,1.17672
V10,1_0063_3X_0p5X__JS040,98,0.89581,1.06921
V10,1_0063_3X_0p5X__JS048,98,0.99059,1.04005
V10,1_0063_3X_0p7X__WD320,98,0.99507,1.1276
V10,1_0063_3X_0p7X__WD328,98,0.934,1.15852
V10,1_0063_3X_0p7X__WD336,98,0.95692,1.09998
V10,1_0125_0X_0p5X__JS005,98,0.94503,1.15373
V10,1_0125_0X_0p5X__JS013,98,1.01434,1.04698
V10,1_0125_0X_0p5X__JS021,98,0.95314,1.02242
V10,1_0125_0X_0p7X__WD293,98,0.90207,1.18226
V10,1_0125_0X_0p7X__WD301,98,1.01062,1.08194
V10,1_0125_0X_0p7X__WD309,98,0.93341,1.09965
V10,1_0125_1X_0p5X__JS006,98,0.99305,1.0343
V10,1_0125_1X_0p5X__JS014,98,0.94233,1.16614
V10,1_0125_1X_0p5X__JS022,98,1.02449,1.07313
V10,1_0125_1X_0p7X__WD294,98,0.98029,0.96187
V10,1_0125_1X_0p7X__WD302,98,0.98149,0.97625
V10,1_0125_1X_0p7X__WD310,98,0.93964,0.94133
V10,1_0125_2X_0p5X__JS007,98,0.95666,0.92095
V10,1_0125_2X_0p5X__JS015,98,0.98095,1.13073
V10,1_0125_2X_0p5X__JS023,98,1.01386,1.10814
V10,1_0125_2X_0p7X__WD295,98,0.9528,0.91292
V10,1_0125_2X_0p7X__WD303,98,0.93446,1.00153
V10,1_0125_2X_0p7X__WD311,98,0.94975,1.01738
V10,1_0125_3X_0p5X__JS008,98,0.95953,1.03685
V10,1_0125_3X_0p5X__JS016,98,0.91379,1.15801
V10,1_0125_3X_0p5X__JS024,98,0.94864,1.11788
V10,1_0125_3X_0p7X__WD296,98,0.9098,1.0755
V10,1_0125_3X_0p7X__WD304,98,0.92201,1.15414
V10,1_0125_3X_0p7X__WD312,98,0.9643,1.19115
V10,1_0250_0X_0p5X__JS049,98,0.96656,1.07645
V10,1_0250_0X_0p5X__JS057,98,0.95871,1.02054
V10,1_0250_0X_0p5X__JS065,98,0.95464,1.00518
V10,1_0250_0X_0p7X__WD337,98,0.91346,1.0535
V10,1_0250_0X_0p7X__WD345,98,0.95302,1.11325
V10,1_0250_0X_0p7X__WD353,98,0.961,1.14237
V10,1_0250_1X_0p5X__JS050,98,0.92512,1.14933
V10,1_0250_1X_0p5X__JS058,98,1.00985,1.09404
V10,1_0250_1X_0p5X__JS066,98,0.92224,1.19945
V10,1_0250_1X_0p7X__WD338,98,0.9712,1.07529
V10,1_0250_1X_0p7X__WD346,98,0.91938,0.98552
V10,1_0250_1X_0p7X__WD354,98,1.00486,1.01161
V10,1_0250_2X_0p5X__JS051,98,0.98838,1.04517
V10,1_0250_2X_0p5X__JS059,98,0.9136,1.02126
V10,1_0250_2X_0p5X__JS067,98,0.98029,1.12615
V10,1_0250_2X_0p7X__WD339,98,0.91731,0.96149
V10,1_0250_2X_0p7X__WD347,98,0.91753,1.04873
V10,1_0250_2X_0p7X__WD355,98,0.92402,1.06252
V10,1_0250_3X_0p5X__JS052,98,0.98932,1.10271
V10,1_0250_3X_0p5X__JS060,98,1.03256,0.92642
V10,1_0250_3X_0p5X__JS068,98,1.02707,1.07221
V10,1_0250_3X_0p7X__WD340,98,0.88719,1.11
V10,1_0250_3X_0p7X__WD348,98,0.94199,1.04444
V10,1_0250_3X_0p7X__WD356,98,0.98346,1.07051
V10,1_0500_0X_0p5X__JS025,98,1.01493,1.00836
V10,1_0500_0X_0p5X__JS033,98,0.92226,1.09477
V10,1_0500_0X_0p5X__JS041,98,1.00808,1.06516
V10,1_0500_0X_0p7X__WD313,98,0.88117,0.95155
V10,1_0500_0X_0p7X__WD321,98,0.9754,1.03158
V10,1_0500_0X_0p7X__WD329,98,0.95857,1.02926
V10,1_0500_1X_0p5X__JS026,98,0.95305,1.02762
V10,1_0500_1X_0p5X__JS034,98,0.91352,0.99007
V10,1_0500_1X_0p5X__JS042,98,1.01756,1.12683
V10,1_0500_1X_0p7X__WD314,98,0.96815,1.0519
V10,1_0500_1X_0p7X__WD322,98,0.9327,1.06706
V10,1_0500_1X_0p7X__WD330,98,0.89474,1.08887
V10,1_0500_2X_0p5X__JS027,98,1.00954,1.02584
V10,1_0500_2X_0p5X__JS035,98,0.98987,0.9963
V10,1_0500_2X_0p5X__JS043,98,0.96602,0.9481
V10,1_0500_2X_0p7X__WD315,98,1.00255,1.01945
V10,1_0500_2X_0p7X__WD323,98,0.96155,1.10465
V10,1_0500_2X_0p7X__WD331,98,0.88683,0.97208
V10,1_0500_3X_0p5X__JS028,98,0.94333,1.13536
V10,1_0500_3X_0p5X__JS036,98,0.98076,1.20976
V10,1_0500_3X_0p5X__JS044,98,0.90602,0.92038
V10,1_0500_3X_0p7X__WD316,98,0.93123,0.96528
V10,1_0500_3X_0p7X__WD324,98,0.95835,1.01824
V10,1_0500_3X_0p7X__WD332,98,0.96815,1.02233
V10,1_2000_0X_0p5X__JS001,98,0.94011,1.09133
V10,1_2000_0X_0p5X__JS009,98,0.97569,1.04248
V10,1_2000_0X_0p5X__JS017,98,0.93225,1.03178
V10,1_2000_0X_0p7X__WD289,98,0.92325,0.95657
V10,1_2000_0X_0p7X__WD297,98,0.89819,0.98323
V10,1_2000_0X_0p7X__WD305,98,0.9465,1.04993
V10,1_2000_1X_0p5X__JS002,98,0.93991,1.14649
V10,1_2000_1X_0p5X__JS010,98,0.99607,1.15914
V10,1_2000_1X_0p5X__JS018,98,0.91971,1.01419
V10,1_2000_1X_0p7X__WD290,98,0.97604,1.17439
V10,1_2000_1X_0p7X__WD298,98,0.91645,1.13051
V10,1_2000_1X_0p7X__WD306,98,0.88705,0.96165
V10,1_2000_2X_0p5X__JS003,98,0.94137,0.98749
V10,1_2000_2X_0p5X__JS011,98,0.95988,1.02424
V10,1_2000_2X_0p5X__JS019,98,0.92377,1.04836
V10,1_2000_2X_0p7X__WD291,98,0.85295,0.99359
V10,1_2000_2X_0p7X__WD299,98,0.94735,1.12607
V10,1_2000_2X_0p7X__WD307,98,0.87357,1.03099
V10,1_2000_3X_0p5X__JS004,98,0.99955,1.07871
V10,1_2000_3X_0p5X__JS012,98,1.00375,0.96236
V10,1_2000_3X_0p5X__JS020,98,0.94866,1.15137
V10,1_2000_3X_0p7X__WD292,98,0.94007,0.99782
V10,1_2000_3X_0p7X__WD300,98,0.90638,1.12602
V10,1_2000_3X_0p7X__WD308,98,0.93794,0.98847
V10-01,1_0063_0X_0p5X__JS029,98,1.18497,1.05132
V10-01,1_0063_0X_0p5X__JS037,98,1.04959,1.02501
V10-01,1_0063_0X_0p5X__JS045,98,1.27527,1.08257
V10-01,1_0063_0X_0p7X__WD317,98,1.18525,0.90961
V10-01,1_0063_0X_0p7X__WD325,98,1.36129,1.06801
V10-01,1_0063_0X_0p7X__WD333,98,1.34983,1.05882
V10-01,1_0063_1X_0p5X__JS030,98,1.21212,1.07482
V10-01,1_0063_1X_0p5X__JS038,98,1.22104,1.21475
V10-01,1_0063_1X_0p5X__JS046,98,1.14049,1.01608
V10-01,1_0063_1X_0p7X__WD318,98,1.28907,0.96735
V10-01,1_0063_1X_0p7X__WD326,98,1.33724,1.15746
V10-01,1_0063_1X_0p7X__WD334,98,1.24261,1.32303
V10-01,1_0063_2X_0p5X__JS031,98,1.30038,1.0203
V10-01,1_0063_2X_0p5X__JS039,98,1.16939,1.08761
V10-01,1_0063_2X_0p5X__JS047,98,1.23833,1.06996
V10-01,1_0063_2X_0p7X__WD319,98,1.28032,1.11509
V10-01,1_0063_2X_0p7X__WD327,98,1.39332,1.16404
V10-01,1_0063_2X_0p7X__WD335,98,1.36467,1.0502
V10-01,1_0063_3X_0p5X__JS032,98,1.15922,1.17672
V10-01,1_0063_3X_0p5X__JS040,98,1.07502,1.06921
V10-01,1_0063_3X_0p5X__JS048,98,1.19848,1.04005
V10-01,1_0063_3X_0p7X__WD320,98,1.32204,1.1276
V10-01,1_0063_3X_0p7X__WD328,98,1.30844,1.15852
V10-01,1_0063_3X_0p7X__WD336,98,1.19172,1.09998
V10-01,1_0125_0X_0p5X__JS005,98,1.25419,1.15373
V10-01,1_0125_0X_0p5X__JS013,98,1.22998,1.04698
V10-01,1_0125_0X_0p5X__JS021,98,1.21812,1.02242
V10-01,1_0125_0X_0p7X__WD293,98,1.25346,1.18226
V10-01,1_0125_0X_0p7X__WD301,98,1.18172,1.08194
V10-01,1_0125_0X_0p7X__WD309,98,1.25696,1.09965
V10-01,1_0125_1X_0p5X__JS006,98,1.1867,1.0343
V10-01,1_0125_1X_0p5X__JS014,98,1.27834,1.16614
V10-01,1_0125_1X_0p5X__JS022,98,1.40134,1.07313
V10-01,1_0125_1X_0p7X__WD294,98,1.28149,0.96187
V10-01,1_0125_1X_0p7X__WD302,98,1.21257,0.97625
V10-01,1_0125_1X_0p7X__WD310,98,1.18454,0.94133
V10-01,1_0125_2X_0p5X__JS007,98,1.1195,0.92095
V10-01,1_0125_2X_0p5X__JS015,98,1.16366,1.13073
V10-01,1_0125_2X_0p5X__JS023,98,1.25096,1.10814
V10-01,1_0125_2X_0p7X__WD295,98,1.29199,0.91292
V10-01,1_0125_2X_0p7X__WD303,98,1.15907,1.00153
V10-01,1_0125_2X_0p7X__WD311,98,1.27081,1.01738
V10-01,1_0125_3X_0p5X__JS008,98,1.21073,1.03685
V10-01,1_0125_3X_0p5X__JS016,98,1.11297,1.15801
V10-01,1_0125_3X_0p5X__JS024,98,1.17435,1.11788
V10-01,1_0125_3X_0p7X__WD296,98,1.05596,1.0755
V10-01,1_0125_3X_0p7X__WD304,98,1.17349,1.15414
V10-01,1_0125_3X_0p7X__WD312,98,1.24538,1.19115
V10-01,1_0250_0X_0p5X__JS049,98,1.16319,1.07645
V10-01,1_0250_0X_0p5X__JS057,98,1.11827,1.02054
V10-01,1_0250_0X_0p5X__JS065,98,1.15256,1.00518
V10-01,1_0250_0X_0p7X__WD337,98,1.11871,1.0535
V10-01,1_0250_0X_0p7X__WD345,98,1.17056,1.11325
V10-01,1_0250_0X_0p7X__WD353,98,1.22586,1.14237
V10-01,1_0250_1X_0p5X__JS050,98,1.15855,1.14933
V10-01,1_0250_1X_0p5X__JS058,98,1.22735,1.09404
V10-01,1_0250_1X_0p5X__JS066,98,1.15858,1.19945
V10-01,1_0250_1X_0p7X__WD338,98,1.23556,1.07529
V10-01,1_0250_1X_0p7X__WD346,98,1.17451,0.98552
V10-01,1_0250_1X_0p7X__WD354,98,1.24868,1.01161
V10-01,1_0250_2X_0p5X__JS051,98,1.23973,1.04517
V10-01,1_0250_2X_0p5X__JS059,98,1.21144,1.02126
V10-01,1_0250_2X_0p5X__JS067,98,1.19208,1.12615
V10-01,1_0250_2X_0p7X__WD339,98,1.2415,0.96149
V10-01,1_0250_2X_0p7X__WD347,98,1.15775,1.04873
V10-01,1_0250_2X_0p7X__WD355,98,1.20292,1.06252
V10-01,1_0250_3X_0p5X__JS052,98,1.35301,1.10271
V10-01,1_0250_3X_0p5X__JS060,98,1.37266,0.92642
V10-01,1_0250_3X_0p5X__JS068,98,1.27939,1.07221
V10-01,1_0250_3X_0p7X__WD340,98,1.16161,1.11
V10-01,1_0250_3X_0p7X__WD348,98,1.29886,1.04444
V10-01,1_0250_3X_0p7X__WD356,98,1.29043,1.07051
V10-01,1_0500_0X_0p5X__JS025,98,1.26259,1.00836
V10-01,1_0500_0X_0p5X__JS033,98,1.09728,1.09477
V10-01,1_0500_0X_0p5X__JS041,98,1.25589,1.06516
V10-01,1_0500_0X_0p7X__WD313,98,1.1326,0.95155
V10-01,1_0500_0X_0p7X__WD321,98,1.22801,1.03158
V10-01,1_0500_0X_0p7X__WD329,98,1.25509,1.02926
V10-01,1_0500_1X_0p5X__JS026,98,1.16467,1.02762
